"X","video_group","spike_experience1","spike_experience2","gender","age","sports","distracted","sound","video","excitement_score","understanding_score","positive_hw","negative_hw","num_touches","num_poss_changes","point_duration","num_body_blocks","num_dives","commentary","scoreboard","jersey","fans_cheering","slowmo_replay","new_rules","control","spike_ordered_id","control_diff"
162,12,"Experienced player","","Male","18-25","American Football, Golf, Volleyball","No","Sound on",11,5,1,"High pace and energy of the point","Point was predictable, Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,475,0
163,12,"Have played some/familiar with the game","","Male","18-25","","No","Sound on",11,3,3,"Uncertainty of who will win the point","Point was too short/long, Poor production value",5,2,3.84,0,0,0,0,0,0,0,1,1,476,0
164,12,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",11,6,3,"High pace and energy of the point, Uncertainty of who will win the point","Point was predictable, Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,477,0
165,12,"Have played some/familiar with the game","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",11,8,2,"High pace and energy of the point, Athleticism of the players","Point was predictable, Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,478,0
166,12,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",11,6,3,"High pace and energy of the point","",5,2,3.84,0,0,0,0,0,0,0,1,1,479,0
167,12,"Have played some/familiar with the game","","Male","18-25","","No","Sound off",11,8,2,"High pace and energy of the point, Length of point","",5,2,3.84,0,0,0,0,0,0,0,1,1,480,0
168,12,"Have played some/familiar with the game","","Male","18-25","Volleyball, Gymnastics, Track & Field, Swimming, Ice Skating","No","Sound on",11,2,3,"Athleticism of the players","Point was too short/long, Poor production value, The video was short and audio wasn't the best. Since I played volleyball and spikeball before, I understood what happened but for the general audience, they might not understand what happened or even see what happened.",5,2,3.84,0,0,0,0,0,0,0,1,1,481,0
169,12,"Experienced player","","Male","18-25","Basketball, American Football","No","Sound on",11,2,1,"Uncertainty of who will win the point","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,482,0
170,12,"Experienced player","Watch sports at least semi-regularly","Male","36 & older","Soccer, Basketball, American Football","No","Sound off",11,5,8,"Athleticism of the players, Good production value","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,483,0
235,19,"Experienced player","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",11,8,1,"High pace and energy of the point, Uncertainty of who will win the point","",5,2,3.84,0,0,0,0,0,0,0,1,1,484,0
236,19,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Hockey","No","Sound on",11,3,6,"High pace and energy of the point, Athleticism of the players, Good production value","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,485,0
237,19,"Experienced player","","Male","18-25","Soccer, Tennis, Hockey","Yes","Sound on",11,4,1,"High pace and energy of the point, Athleticism of the players","Slow Pace",5,2,3.84,0,0,0,0,0,0,0,1,1,486,0
238,20,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",11,8,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,487,0
239,20,"Experienced player","","Male","18-25","Volleyball, Esports, hockey","No","Sound on",11,5,1,"High pace and energy of the point, Athleticism of the players","Point was predictable, Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,488,0
240,20,"Experienced player","","Male","18-25","","Yes","Sound off",11,4,1,"I recognize some of the players","Point was predictable, Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,489,0
241,20,"Experienced player","","Male","26-35","","No","Sound on",11,3,1,"","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,490,0
242,20,"Have played some/familiar with the game","Do not/rarely watch sports","Male","26-35","Tennis, Volleyball","No","Sound on",11,4,9,"High pace and energy of the point, Athleticism of the players","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,491,0
243,20,"Experienced player","","Male","13-17","Basketball, American Football","No","Sound on",11,7,2,"High pace and energy of the point","Point was too short/long, Poor production value",5,2,3.84,0,0,0,0,0,0,0,1,1,492,0
244,20,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, Tennis","Yes","Sound on",11,1,1,"Good production value","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,493,0
245,20,"Experienced player","","Male","18-25","Basketball, American Football, esports","No","Sound on",11,7,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",5,2,3.84,0,0,0,0,0,0,0,1,1,494,0
246,20,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Hockey","Yes","Sound on",11,7,2,"Good production value","",5,2,3.84,0,0,0,0,0,0,0,1,1,495,0
247,20,"Experienced player","","Male","36 & older","American Football","No","Sound on",11,2,10,"Good production value","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,496,0
248,20,"Experienced player","","Male","26-35","Tennis, Golf, Hockey","Yes","Sound on",11,5,3,"Athleticism of the players, Humor at the end from players","Point was too short/long, Poor production value",5,2,3.84,0,0,0,0,0,0,0,1,1,497,0
249,20,"Experienced player","","Male","18-25","Basketball","No","Sound on",11,4,8,"Uncertainty of who will win the point, Good production value","Point was too short/long",5,2,3.84,0,0,0,0,0,0,0,1,1,498,0
42,2,"Have played some/familiar with the game","","Male","18-25","American Football","No","Sound on",10,8,2,"Athleticism of the players","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,499,2
43,2,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, Tennis, American Football","No","Sound on",10,6,1,"Uncertainty of who will win the point, Athleticism of the players","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,500,2
44,2,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football, Golf, Hockey","Yes","Sound off",10,5,1,"High pace and energy of the point, Length of point","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,501,2
45,2,"Have played some/familiar with the game","","Male","18-25","Basketball, Tennis, Volleyball","No","Sound on",10,4,7,"High pace and energy of the point, Uncertainty of who will win the point","Difficult to understand, kind of hard to understand at first due to the players moving around so much, but ill be able to understand better after watching more spikeball clips!",16,6,13.97,2,2,0,0,0,1,0,0,0,502,-3
46,2,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, Tennis, American Football, Volleyball","No","Sound on",10,8,10,"High pace and energy of the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,503,-2
47,2,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",10,10,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","Point was predictable",16,6,13.97,2,2,0,0,0,1,0,0,0,504,0
78,5,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Soccer, Basketball, American Football","No","Sound off",10,8,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,505,5
79,5,"Experienced player","","Male","26-35","Basketball, Baseball, Hockey","No","Sound on",10,8,3,"High pace and energy of the point, Uncertainty of who will win the point, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,506,4
80,5,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Basketball, Baseball, American Football","No","Sound on",10,8,7,"High pace and energy of the point, Uncertainty of who will win the point, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,507,4
81,5,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, Baseball","No","Sound on",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,508,7
82,5,"Have played some/familiar with the game","","Male","18-25","Basketball, American Football","No","Sound on",10,8,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,509,5
83,5,"Have played some/familiar with the game","","Male","18-25","Basketball, Tennis, Volleyball","No","Sound on",10,7,3,"High pace and energy of the point, Uncertainty of who will win the point","",16,6,13.97,2,2,0,0,0,1,0,0,0,510,4
108,8,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound off",10,10,10,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,511,3
109,8,"Have played some/familiar with the game","","Male","18-25","","No","Sound off",10,8,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",16,6,13.97,2,2,0,0,0,1,0,0,0,512,2
110,8,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Female","18-25","Baseball, American Football, Volleyball","No","Sound on",10,8,3,"High pace and energy of the point, Uncertainty of who will win the point","",16,6,13.97,2,2,0,0,0,1,0,0,0,513,3
111,8,"Experienced player","","Male","18-25","Soccer, Volleyball, Handball","No","Sound on",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,514,8
112,8,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",10,9,7,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,515,2
113,8,"Have played some/familiar with the game","Do not/rarely watch sports","Female","18-25","Basketball, Volleyball","Yes","Sound off",10,7,4,"Uncertainty of who will win the point","Slow Pace",16,6,13.97,2,2,0,0,0,1,0,0,0,516,1
114,8,"Have played some/familiar with the game","","Male","18-25","Soccer, Tennis, Volleyball","No","Sound on",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,517,3
115,8,"Experienced player","","Male","36 & older","Basketball, American Football","No","Sound on",10,9,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value, Style!","",16,6,13.97,2,2,0,0,0,1,0,0,0,518,7
116,8,"Experienced player","Watch sports at least semi-regularly","Prefer not to say","18-25","Basketball, Tennis, American Football","No","Sound off",10,7,1,"Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,519,3
117,8,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Soccer, Tennis, American Football","No","Sound on",10,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,520,5
118,8,"Have played some/familiar with the game","","Male","18-25","Basketball, Volleyball","Yes","Sound on",10,10,1,"High pace and energy of the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,521,4
131,10,"Experienced player","","Male","18-25","","No","Sound on",10,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,522,5
132,10,"Experienced player","","Male","18-25","American Football, Golf, Ice Hockey, Formula 1","No","Sound off",10,4,1,"","",16,6,13.97,2,2,0,0,0,1,0,0,0,523,-3
133,10,"Never played, unfamiliar with game","Do not/rarely watch sports","Female","18-25","Basketball, Baseball, American Football","No","Sound on",10,9,1,"High pace and energy of the point, Uncertainty of who will win the point","",16,6,13.97,2,2,0,0,0,1,0,0,0,524,4
134,10,"Experienced player","","Male","18-25","American Football, Golf, Ice Hockey, Formula 1","No","Sound off",10,4,1,"","",16,6,13.97,2,2,0,0,0,1,0,0,0,525,-3
135,10,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","36 & older","Basketball, Baseball, American Football","No","Sound on",10,10,5,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","Difficult to understand",16,6,13.97,2,2,0,0,0,1,0,0,0,526,5
136,10,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Female","36 & older","Basketball, Baseball, American Football","No","Sound on",10,9,4,"Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,527,5
137,10,"Experienced player","Watch sports at least semi-regularly","Male","18-25","Soccer, Basketball, American Football","No","Sound off",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,528,4
138,10,"Have played some/familiar with the game","","Male","13-17","Basketball, Baseball, American Football","No","Sound on",10,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,529,1
139,10,"Experienced player","","Male","13-17","Basketball, Volleyball","No","Sound off",10,9,3,"Athleticism of the players","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,530,1
140,10,"Experienced player","","Male","18-25","Wrestling","No","Sound on",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,531,0
141,10,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","18-25","Volleyball, Badminton","No","Sound on",10,8,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","Background cheering was obnoxious",16,6,13.97,2,2,0,0,0,1,0,0,0,532,5
142,10,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball","No","Sound on",10,8,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",16,6,13.97,2,2,0,0,0,1,0,0,0,533,1
143,10,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",10,9,9,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,534,2
144,10,"Experienced player","","Male","18-25","Basketball, Baseball, Tennis","No","Sound on",10,10,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value, Athleticism and skill and pace made this way exciting","",16,6,13.97,2,2,0,0,0,1,0,0,0,535,5
145,10,"Experienced player","","Female","18-25","","No","Sound on",10,9,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,536,3
146,10,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,537,4
185,14,"Have played some/familiar with the game","","Female","18-25","Soccer, Basketball, Tennis","No","Sound on",10,10,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",16,6,13.97,2,2,0,0,0,1,0,0,0,538,3
186,14,"Experienced player","","Male","26-35","Soccer, Tennis, American Football","No","Sound on",10,7,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,539,3
187,14,"Experienced player","","Male","18-25","Soccer, Tennis, Volleyball","No","Sound on",10,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,540,4
188,14,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",10,8,1,"Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,541,4
189,14,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",10,10,5,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,542,3
190,14,"Have played some/familiar with the game","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",10,10,5,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",16,6,13.97,2,2,0,0,0,1,0,0,0,543,3
191,14,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football","No","Sound on",10,8,7,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,544,2
192,14,"Have played some/familiar with the game","","Male","18-25","Basketball, American Football","No","Sound on",10,9,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,545,2
193,14,"Have played some/familiar with the game","","Male","18-25","Basketball, Volleyball, E-sports","No","Sound on",10,8,3,"High pace and energy of the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,546,2
194,14,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball","No","Sound on",10,10,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,547,4
195,14,"Experienced player","","Male","13-17","Basketball, Baseball, American Football","No","Sound on",10,9,1,"Uncertainty of who will win the point, Athleticism of the players, Length of point","Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,548,5
196,14,"Experienced player","","Male","18-25","Basketball, Volleyball, Hockey","No","Sound on",10,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,549,3
197,14,"Never played, unfamiliar with game","Do not/rarely watch sports","Female","18-25","Volleyball","Yes","Sound on",10,7,7,"Athleticism of the players, Length of point","",16,6,13.97,2,2,0,0,0,1,0,0,0,550,2
147,11,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, Badminton","No","Sound on",9,8,1,"Uncertainty of who will win the point, Athleticism of the players","",16,6,13.97,2,2,0,0,0,1,0,0,0,551,2
148,11,"Experienced player","","Male","18-25","Basketball, American Football, Golf","No","Sound on",9,9,1,"Good production value","Point was too short/long",16,6,13.97,2,2,0,0,0,1,0,0,0,552,3
149,11,"Experienced player","","Male","18-25","Basketball, American Football, Ultimate frisbee","No","Sound on",9,8,1,"Good production value, Nice tweener","Point was predictable, Point was too short/long",16,6,13.97,2,2,0,0,0,1,0,0,0,553,2
150,11,"Have played some/familiar with the game","","Male","18-25","Volleyball, Gymnastics, padel","No","Sound on",9,5,2,"Athleticism of the players","Point was too short/long, Poor production value",16,6,13.97,2,2,0,0,0,1,0,0,0,554,2
151,11,"Have played some/familiar with the game","","Male","13-17","American Football","No","Sound on",9,9,3,"High pace and energy of the point, Athleticism of the players, Good production value","",11,4,11.58,1,2,0,0,0,0,0,0,0,555,3
152,11,"Have played some/familiar with the game","","Female","18-25","Basketball, Volleyball","No","Sound on",9,7,4,"High pace and energy of the point, Athleticism of the players, Good production value","Point was too short/long",11,4,11.58,1,2,0,0,0,0,0,0,0,556,1
153,11,"Have played some/familiar with the game","","Male","18-25","Basketball, Tennis, American Football","No","Sound on",9,9,1,"Athleticism of the players, Length of point, Good production value","",11,4,11.58,1,2,0,0,0,0,0,0,0,557,3
154,11,"Have played some/familiar with the game","","Male","18-25","","No","Sound on",9,8,2,"High pace and energy of the point, Uncertainty of who will win the point, Good production value","Point was predictable",11,4,11.58,1,2,0,0,0,0,0,0,0,558,2
155,11,"Experienced player","Watch sports at least semi-regularly","Male","18-25","American Football, Volleyball, Hockey","No","Sound off",9,7,2,"High pace and energy of the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,559,1
156,11,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",9,10,1,"High pace and energy of the point, Athleticism of the players","",11,4,11.58,1,2,0,0,0,0,0,0,0,560,5
157,11,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound on",9,8,1,"High pace and energy of the point, Athleticism of the players, Good production value","",11,4,11.58,1,2,0,0,0,0,0,0,0,561,7
158,11,"Experienced player","","Male","18-25","Baseball, American Football, Hockey","No","Sound on",9,4,1,"Athleticism of the players, Good production value","Point was predictable, Point was too short/long",11,4,11.58,1,2,0,0,0,0,0,0,0,562,1
205,16,"Experienced player","","Male","18-25","Soccer, Tennis, American Football","No","Sound on",9,8,1,"High pace and energy of the point, Athleticism of the players","",11,4,11.58,1,2,0,0,0,0,0,0,0,563,4
206,16,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","18-25","Basketball, American Football, Golf","No","Sound on",9,7,5,"High pace and energy of the point, Uncertainty of who will win the point","Poor production value",11,4,11.58,1,2,0,0,0,0,0,0,0,564,1
207,16,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, Rugby","No","Sound on",9,10,1,"High pace and energy of the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,565,2
208,16,"Experienced player","","Male","18-25","Baseball, American Football, Volleyball","No","Sound off",9,7,1,"Athleticism of the players","Point was too short/long",11,4,11.58,1,2,0,0,0,0,0,0,0,566,2
209,16,"Experienced player","","Male","18-25","Basketball, Tennis, American Football","No","Sound on",9,10,1,"Athleticism of the players","",11,4,11.58,1,2,0,0,0,0,0,0,0,567,2
210,16,"Experienced player","","Male","18-25","","No","Sound on",9,8,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,568,3
211,16,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","26-35","Basketball, Table Tennis","Yes","Sound on",9,8,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Good production value","Point was too short/long",11,4,11.58,1,2,0,0,0,0,0,0,0,569,1
212,16,"Experienced player","","Male","18-25","Soccer, Basketball, American Football","No","Sound off",9,7,2,"Uncertainty of who will win the point, Athleticism of the players","",11,4,11.58,1,2,0,0,0,0,0,0,0,570,0
213,16,"Experienced player","","Male","26-35","Baseball, skateboarding","Yes","Sound on",9,8,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,571,3
214,16,"Have played some/familiar with the game","","Male","18-25","Soccer, Basketball, Volleyball","No","Sound on",9,5,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",11,4,11.58,1,2,0,0,0,0,0,0,0,572,-2
215,16,"Have played some/familiar with the game","","Male","18-25","Basketball, Tennis, American Football","No","Sound on",9,7,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,573,0
228,18,"Experienced player","","Male","13-17","Soccer, Tennis","No","Sound on",9,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,574,5
229,18,"Never played, unfamiliar with game","Watch sports at least semi-regularly","Male","18-25","Basketball","No","Sound on",9,8,2,"High pace and energy of the point, Uncertainty of who will win the point","",11,4,11.58,1,2,0,0,0,0,0,0,0,575,1
230,18,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","18-25","Baseball","No","Sound on",9,7,1,"High pace and energy of the point, Uncertainty of who will win the point","",11,4,11.58,1,2,0,0,0,0,0,0,0,576,4
231,18,"Experienced player","","Male","18-25","Soccer, Basketball, Volleyball","No","Sound on",9,8,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,577,1
232,18,"Experienced player","","Male","26-35","American Football, Volleyball, ESports","No","Sound on",9,7,1,"Uncertainty of who will win the point, Athleticism of the players","Poor production value",11,4,11.58,1,2,0,0,0,0,0,0,0,578,1
233,18,"Experienced player","","Male","36 & older","Basketball, American Football, Golf","No","Sound on",9,10,1,"High pace and energy of the point","",11,4,11.58,1,2,0,0,0,0,0,0,0,579,0
234,18,"Experienced player","","Male","26-35","Soccer, Basketball","No","Sound off",9,8,3,"High pace and energy of the point, Uncertainty of who will win the point, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,580,2
235,19,"Experienced player","","Male","18-25","Basketball, American Football, Volleyball","No","Sound on",9,7,3,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",11,4,11.58,1,2,0,0,0,0,0,0,0,581,-1
236,19,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Hockey","No","Sound on",9,7,5,"High pace and energy of the point, Athleticism of the players, Length of point","",11,4,11.58,1,2,0,0,0,0,0,0,0,582,4
237,19,"Experienced player","","Male","18-25","Soccer, Tennis, Hockey","Yes","Sound on",9,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",10,3,10.8,1,1,1,0,1,1,1,0,0,583,5
238,20,"Experienced player","","Male","18-25","Basketball, Baseball, American Football","No","Sound on",9,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",10,3,10.8,1,1,1,0,1,1,1,0,0,584,2
239,20,"Experienced player","","Male","18-25","Volleyball, Esports, hockey","No","Sound on",9,9,3,"High pace and energy of the point, Uncertainty of who will win the point, Length of point, Good production value","",10,3,10.8,1,1,1,0,1,1,1,0,0,585,4
240,20,"Experienced player","","Male","18-25","","Yes","Sound off",9,9,8,"High pace and energy of the point, Length of point","Difficult to understand",10,3,10.8,1,1,1,0,1,1,1,0,0,586,5
241,20,"Experienced player","","Male","26-35","","No","Sound on",9,7,2,"High pace and energy of the point, Uncertainty of who will win the point, Length of point","",10,3,10.8,1,1,1,0,1,1,1,0,0,587,4
242,20,"Have played some/familiar with the game","Do not/rarely watch sports","Male","26-35","Tennis, Volleyball","No","Sound on",9,10,9,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point","",10,3,10.8,1,1,1,0,1,1,1,0,0,588,6
243,20,"Experienced player","","Male","13-17","Basketball, American Football","No","Sound on",9,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",10,3,10.8,1,1,1,0,1,1,1,0,0,589,2
244,20,"Experienced player","Watch sports at least semi-regularly","Male","26-35","Basketball, Tennis","Yes","Sound on",9,9,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, Good production value","",10,3,10.8,1,1,1,0,1,1,1,0,0,590,8
245,20,"Experienced player","","Male","18-25","Basketball, American Football, esports","No","Sound on",9,10,1,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",10,3,10.8,1,1,1,0,1,1,1,0,0,591,3
246,20,"Have played some/familiar with the game","Watch sports at least semi-regularly","Male","26-35","Basketball, American Football, Hockey","Yes","Sound on",9,9,5,"Uncertainty of who will win the point, Length of point","",10,3,10.8,1,1,1,0,1,1,1,0,0,592,2
247,20,"Experienced player","","Male","36 & older","American Football","No","Sound on",9,7,10,"High pace and energy of the point, Athleticism of the players","Point was too short/long",10,3,10.8,1,1,1,0,1,1,1,0,0,593,5
248,20,"Experienced player","","Male","26-35","Tennis, Golf, Hockey","Yes","Sound on",9,10,2,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players, Length of point, The excitement of the crowd and players","Poor production value",10,3,10.8,1,1,1,0,1,1,1,0,0,594,5
249,20,"Experienced player","","Male","18-25","Basketball","No","Sound on",9,6,8,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",10,3,10.8,1,1,1,0,1,1,1,0,0,595,2
1,1,"Experienced player","","Male","18-25","","No","Sound off",8,6,3,"Athleticism of the players","Slow Pace",10,3,10.8,1,1,1,0,1,1,1,0,0,596,-4
2,1,"Have played some/familiar with the game","","Female","18-25","","No","Sound on",8,7,4,"High pace and energy of the point, Uncertainty of who will win the point, Athleticism of the players","",10,3,10.8,1,1,1,0,1,1,1,0,0,597,0
